"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Database","Omics","Direction","Evidence","FDRSignificant","PathwayKey"
"GO:0090311","regulation of protein deacetylation",38,0.362534806794892,1.2632163408823,0.108695652173913,0.407063292438786,0.352164997473922,3419,"tags=32%, list=18%, signal=26%","108079/14534/320365/116848/217031/17762/18854/114715/228714/20602/72948/93762","GO BP","Transcriptomics","Up","Not significant",FALSE,"GO BP:GO:0090311"
"GO:0198738","cell-cell signaling by wnt",430,-0.244703591555246,-1.15558223285879,0.109067017082786,0.407835562895364,0.35283311623688,2639,"tags=19%, list=14%, signal=17%","12389/107746/226154/22414/110648/20869/16973/70300/20356/12614/16798/57265/67943/29806/13198/21416/195208/21803/66241/232341/20187/241639/68889/72293/12005/16842/225638/170758/15242/67122/494504/14734/80288/212398/64297/59024/26563/380702/18033/16202/68775/26941/14632/14362/22421/228770/67087/21885/14735/14634/54612/14173/22601/17986/433759/72135/50873/328949/218952/76441/192199/18230/20668/13618/103236/14275/17242/50523/12876/20042/29811/20674/20682/14797/103978/21833/18128/66042/14184/67916/11816/229534/56612","GO BP","Transcriptomics","Down","Not significant",FALSE,"GO BP:GO:0198738"
"GO:0060415","muscle tissue morphogenesis",78,-0.331033171123417,-1.2749502201677,0.109149277688604,0.407835562895364,0.35283311623688,2359,"tags=21%, list=12%, signal=18%","20429/57265/21803/14725/140781/20181/14225/320790/14362/19130/112405/67451/21808/13609/109620/18128","GO BP","Transcriptomics","Down","Not significant",FALSE,"GO BP:GO:0060415"
"GO:1902857","positive regulation of non-motile cilium assembly",13,0.519605314140758,1.40728767428168,0.109170305676856,0.407835562895364,0.35283311623688,3722,"tags=46%, list=19%, signal=37%","235072/140810/15194/59002/381644/234776","GO BP","Transcriptomics","Up","Not significant",FALSE,"GO BP:GO:1902857"
"GO:0061384","heart trabecula morphogenesis",35,-0.404128966033453,-1.3219330338047,0.109215017064846,0.407835562895364,0.35283311623688,1870,"tags=26%, list=10%, signal=23%","21687/14225/320790/112405/20807/21808/17938/13609/18128","GO BP","Transcriptomics","Down","Not significant",FALSE,"GO BP:GO:0061384"
"GO:0062149","detection of stimulus involved in sensory perception of pain",37,0.375506511945968,1.29718170861242,0.109223300970874,0.407835562895364,0.35283311623688,1633,"tags=19%, list=9%, signal=17%","20265/16485/230085/15558/14823/14812/23821","GO BP","Transcriptomics","Up","Not significant",FALSE,"GO BP:GO:0062149"
"GO:0061515","myeloid cell development",93,-0.317378704483073,-1.26454142111773,0.109546165884194,0.408237419169464,0.353180776456757,2887,"tags=28%, list=15%, signal=24%","24088/11308/22177/14729/20679/11656/192176/16409/216984/224792/12978/12608/19247/238377/17863/15170/107817/67017/12183/20807/14247/110257/56199/15129/15122/20104","GO BP","Transcriptomics","Down","Not significant",FALSE,"GO BP:GO:0061515"
"GO:0021859","pyramidal neuron differentiation",18,0.47485463637269,1.38213441287947,0.10955710955711,0.408237419169464,0.353180776456757,3781,"tags=50%, list=20%, signal=40%","94229/213326/11977/74244/13193/22142/210801/328365/14466","GO BP","Transcriptomics","Up","Not significant",FALSE,"GO BP:GO:0021859"
"GO:0051497","negative regulation of stress fiber assembly",34,0.386991144225601,1.30391960605007,0.109756097560976,0.408237419169464,0.353180776456757,2404,"tags=35%, list=13%, signal=31%","18708/17926/76707/243725/399591/80880/16765/76499/268970/242553/50768/19062","GO BP","Transcriptomics","Up","Not significant",FALSE,"GO BP:GO:0051497"
"GO:1902285","semaphorin-plexin signaling pathway involved in neuron projection guidance",17,0.469920403958708,1.35395609872799,0.109839816933638,0.408237419169464,0.353180776456757,534,"tags=24%, list=3%, signal=23%","18845/67784/20346/17260","GO BP","Transcriptomics","Up","Not significant",FALSE,"GO BP:GO:1902285"
"GO:0015937","coenzyme A biosynthetic process",12,0.529190637287439,1.40470605291835,0.10989010989011,0.408237419169464,0.353180776456757,6882,"tags=75%, list=36%, signal=48%","269614/70025/74450/211347/106564/66812/73095/71743/73132","GO BP","Transcriptomics","Up","Not significant",FALSE,"GO BP:GO:0015937"
"GO:0141007","siRNA-mediated retrotransposon silencing by heterochromatin formation",10,0.566898230850909,1.40834496746532,0.109913793103448,0.408237419169464,0.353180776456757,6542,"tags=70%, list=34%, signal=46%","17864/83561/214575/71981/57746/13206/94244","GO BP","Transcriptomics","Up","Not significant",FALSE,"GO BP:GO:0141007"
"GO:0071871","response to epinephrine",10,0.565635239046331,1.40520731761015,0.109913793103448,0.408237419169464,0.353180776456757,1402,"tags=40%, list=7%, signal=37%","238161/238871/18578/381290","GO BP","Transcriptomics","Up","Not significant",FALSE,"GO BP:GO:0071871"
"GO:0071872","cellular response to epinephrine stimulus",10,0.565635239046331,1.40520731761015,0.109913793103448,0.408237419169464,0.353180776456757,1402,"tags=40%, list=7%, signal=37%","238161/238871/18578/381290","GO BP","Transcriptomics","Up","Not significant",FALSE,"GO BP:GO:0071872"
"GO:0016441","post-transcriptional gene silencing",66,0.325403062886995,1.2648948543061,0.109947643979058,0.408237419169464,0.353180776456757,2982,"tags=29%, list=16%, signal=24%","208643/13211/22695/56417/234594/12159/80912/94223/14265/227331/13046/78455/14007/229003/13209/20848/268721/213988/74203","GO BP","Transcriptomics","Up","Not significant",FALSE,"GO BP:GO:0016441"
"GO:0010824","regulation of centrosome duplication",47,0.355468104472538,1.28752217909336,0.10997442455243,0.408237419169464,0.353180776456757,3996,"tags=38%, list=21%, signal=30%","19878/54375/18571/14534/20479/319675/66917/236266/20460/20620/26425/68942/68729/103573/382073/212514/70235/225659","GO BP","Transcriptomics","Up","Not significant",FALSE,"GO BP:GO:0010824"
"GO:0090043","regulation of tubulin deacetylation",21,0.447614436584308,1.35259569843959,0.110070257611241,0.408354218880535,0.353281824059718,3098,"tags=33%, list=16%, signal=28%","108079/14534/320365/217031/17762/228714/72948","GO BP","Transcriptomics","Up","Not significant",FALSE,"GO BP:GO:0090043"
"GO:0051058","negative regulation of small GTPase mediated signal transduction",62,0.324955807417628,1.24695317703328,0.110236220472441,0.408730907467659,0.353607710814425,3577,"tags=34%, list=19%, signal=28%","232201/54153/17926/20563/216831/11548/56715/70527/71544/16765/320271/223601/240057/50768/114713/18015/19414/11549/19053/26554/20262","GO BP","Transcriptomics","Up","Not significant",FALSE,"GO BP:GO:0051058"
"GO:0098739","import across plasma membrane",196,0.243391375658432,1.150766106804,0.110429447852761,0.409008983384294,0.353848284224748,2583,"tags=22%, list=13%, signal=19%","215113/227059/20541/19736/57138/12287/215335/20514/223604/11928/232975/331004/17250/16520/105727/13383/67760/76376/75607/209837/50934/16524/56543/12286/11554/246788/12289/14081/14412/11931/12292/16515/19057/12288/102680/279561/18174/433256/330953/28240/110893/16511/21366","GO BP","Transcriptomics","Up","Not significant",FALSE,"GO BP:GO:0098739"
"GO:0001709","cell fate determination",38,-0.395394507727816,-1.32108917276624,0.110544217687075,0.409008983384294,0.353848284224748,1195,"tags=16%, list=6%, signal=15%","19206/22421/19130/18205/18933/18424","GO BP","Transcriptomics","Down","Not significant",FALSE,"GO BP:GO:0001709"
"GO:0010762","regulation of fibroblast migration",49,-0.369926395228589,-1.30928163948705,0.110569105691057,0.409008983384294,0.353848284224748,2276,"tags=27%, list=12%, signal=23%","21667/15587/21803/11475/216190/26941/14173/114886/14673/14182/11651/20971/14674","GO BP","Transcriptomics","Down","Not significant",FALSE,"GO BP:GO:0010762"
"GO:0043297","apical junction assembly",75,-0.333915723041718,-1.2751860167309,0.110569105691057,0.409008983384294,0.353848284224748,2752,"tags=27%, list=14%, signal=23%","93742/218518/18260/73061/217335/11848/68328/12738/16456/22330/12739/54409/58187/20807/67451/71228/75677/20104/14609/105244208","GO BP","Transcriptomics","Down","Not significant",FALSE,"GO BP:GO:0043297"
"GO:0042104","positive regulation of activated T cell proliferation",26,-0.438065729116312,-1.35385738394679,0.110915492957746,0.410051216389245,0.354749957233278,4710,"tags=35%, list=25%, signal=26%","15289/66824/19055/12524/16189/16173/14732/50723/27050","GO BP","Transcriptomics","Down","Not significant",FALSE,"GO BP:GO:0042104"
