"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Database","Omics","Direction","Evidence","FDRSignificant","PathwayKey"
"GO:0099111","microtubule-based transport",219,0.301467737479383,1.43876726950878,0.00166562912458046,0.0312127200115251,0.0270032392214927,1956,"tags=22%, list=10%, signal=20%","18040/13424/11820/13518/74682/110350/18472/17755/16568/11775/17918/17152/67661/246317/16569/11776/76686/78933/15481/15194/16594/319613/54161/18457/228355/217935/380684/12217/11735/13426/77053/54562/213081/56715/18536/16593/13411/64933/19419/69697/15251/81896/59040/17762/52028/17760/83431/223697/14265","GO BP","Transcriptomics","Up","Nominal P < 0.05",TRUE,"GO BP:GO:0099111"
"GO:0051590","positive regulation of neurotransmitter transport",30,0.548277171364996,1.80346575370545,0.00166789282533213,0.0312127200115251,0.0270032392214927,2615,"tags=43%, list=14%, signal=37%","241263/20979/59033/12287/20910/74006/192167/226407/269642/382018/20907/69908/20698","GO BP","Transcriptomics","Up","Nominal P < 0.05",TRUE,"GO BP:GO:0051590"
"GO:0030522","intracellular receptor signaling pathway",314,0.28290318657143,1.39853623872178,0.00167749956253365,0.0313001683079808,0.0270788938670292,3208,"tags=25%, list=17%, signal=21%","68585/100502841/26381/18095/18667/81702/18479/109593/16452/19883/108655/17978/26419/72179/56736/234311/12753/22215/71586/15481/17684/56480/26413/234594/228545/71732/16598/16000/93760/21834/11865/101613/70572/19014/80912/228790/20586/55992/60595/66354/74132/19378/13207/243937/22025/18854/13205/236900/17999/26380/93686/242691/240518/12156/433938/16969/18712/15944/19052/19060/14479/192169/20602/20848/17344/22337/223752/19223/56085/17874/170826/14063/56847/230073/67040/13132/67917/22629/14815","GO BP","Transcriptomics","Up","Nominal P < 0.05",TRUE,"GO BP:GO:0030522"
"GO:0048640","negative regulation of developmental growth",126,0.352639551862787,1.53694884201505,0.00171227028594445,0.0318552571672481,0.0275591210708886,1691,"tags=22%, list=9%, signal=20%","210108/320027/68585/14083/56637/20346/19736/18479/20239/108655/239667/19094/20347/17684/16468/20563/19211/13052/12550/232339/21960/11554/22129/11556/20355/74132/12575/20351","GO BP","Transcriptomics","Up","Nominal P < 0.05",TRUE,"GO BP:GO:0048640"
"GO:1902115","regulation of organelle assembly",224,0.303507242784828,1.44763015205987,0.00174281289145292,0.0322390945191354,0.0278911924773963,2781,"tags=26%, list=14%, signal=22%","13424/66725/74694/19266/382253/56637/108079/17152/98732/53872/64009/14086/26419/56717/64113/235072/18571/73420/14534/140810/15194/107065/12404/234594/71732/74383/26420/22224/53869/226407/18711/102774/20479/225875/16800/54609/319675/76561/217449/227738/236266/14569/22418/59002/54636/20333/23881/27041/236915/20460/217692/117150/20620/52184/108989/19822/320712/227753","GO BP","Transcriptomics","Up","Nominal P < 0.05",TRUE,"GO BP:GO:1902115"
"GO:2000179","positive regulation of neural precursor cell proliferation",81,-0.434981664567138,-1.6903500988984,0.00174306579761403,0.0322390945191354,0.0278911924773963,4379,"tags=51%, list=23%, signal=39%","16412/15228/66993/12316/14766/22041/20163/57810/17172/14371/53626/118454/20665/22416/19716/18420/94187/192176/14707/16869/14725/14633/78748/15904/14632/19130/16870/14634/16873/18053/14173/15184/13051/14678/21907/319757/17242/20674/171469/12032/18128","GO BP","Transcriptomics","Down","Nominal P < 0.05",TRUE,"GO BP:GO:2000179"
"GO:0006760","folic acid-containing compound metabolic process",24,-0.608575131991406,-1.84723633915597,0.00178790804493614,0.0328696180245685,0.0284366808887138,2282,"tags=54%, list=12%, signal=48%","100039707/108037/13361/210009/17768/53320/20425/665563/14528/14590/107747/14275/192166","GO BP","Transcriptomics","Down","Nominal P < 0.05",TRUE,"GO BP:GO:0006760"
"GO:2001026","regulation of endothelial cell chemotaxis",22,-0.614136437798422,-1.81934052072343,0.00179103923240538,0.0328696180245685,0.0284366808887138,3858,"tags=45%, list=20%, signal=36%","80903/64074/14172/20583/20356/14173/14164/18760/14182/18128","GO BP","Transcriptomics","Down","Nominal P < 0.05",TRUE,"GO BP:GO:2001026"
"GO:0050775","positive regulation of dendrite morphogenesis",63,0.428310350046617,1.64667711954129,0.00179269984812432,0.0328696180245685,0.0284366808887138,3201,"tags=38%, list=17%, signal=32%","108100/17356/19266/382253/19699/18472/53872/18222/74006/331461/13047/72162/74143/68151/224617/13048/665113/22418/12361/99152/17344/16975/17118/20393","GO BP","Transcriptomics","Up","Nominal P < 0.05",TRUE,"GO BP:GO:0050775"
"GO:0000245","spliceosomal complex assembly",45,0.479942834099629,1.71816196186482,0.00180826695338594,0.0330326729799991,0.0285777455561352,4386,"tags=38%, list=23%, signal=29%","20817/20815/319586/101739/56504/13046/66877/81898/14007/28000/53817/269254/56758/67684/56195/231386/67996","GO BP","Transcriptomics","Up","Nominal P < 0.05",TRUE,"GO BP:GO:0000245"
