"PathwayKey","Database","ID","Description","RNA_setSize","RNA_NES","RNA_pvalue","RNA_padj","RNA_leadingEdge","Protein_setSize","Protein_NES","Protein_pvalue","Protein_padj","Protein_leadingEdge","DirectionPattern","SharedPvalue","SharedFDR","JointPvalue"
"GO CC:GO:0055029","GO CC","GO:0055029","nuclear DNA-directed RNA polymerase complex",92,1.22089283573936,0.133595284872299,0.315738834034415,"231329/26939/235497/14534/12572/20021/20019/218832/20017/19076/70428/76246/67005/20020/108143/102371/67486/71828/72504/13871/270627/54624/68776/22083/319944/74469/217218/237336/14885",42,1.06367945230545,0.351307189542484,0.656772076372315,"28015/216825/13871/66317/26939/98053/214498/19184/74197/108143/223527/69920/21399/67710/20020/69241/83602/17749","Both positive",FALSE,FALSE,0.351307189542484
"GO BP:GO:0009083","GO BP","GO:0009083","branched-chain amino acid catabolic process",20,-1.99162592693057,0.000911379519089646,0.0187112999000153,"227095/12039/15108/78038/56357/66885/104776/13171",19,-1.06978194723767,0.351351351351351,0.8389234303364,"12040/78038/15108/11992/58875/15356/12035/227095/13382","Both negative",FALSE,FALSE,0.351351351351351
"GO BP:GO:0031290","GO BP","GO:0031290","retinal ganglion cell axon guidance",21,1.07505597018176,0.351515151515152,0.710723244107466,"268902/319504/13640/53404/20563/19274/20355",13,1.18508867783773,0.252045826513912,0.756574024234945,"19274/68193/319504","Both positive",FALSE,FALSE,0.351515151515152
"GO BP:GO:0051235","GO BP","GO:0051235","maintenance of location",346,1.10267709984625,0.212981744421907,0.604646360351058,"72759/16410/69863/66092/16438/108837/17918/20312/15558/109676/94178/238161/18798/229227/238871/230895/102774/18472/18795/12388/66629/399591/77053/20775/271564/319239/21838/19387/74596/26423/16416/19255/100862177/170459/15194/12292/232370/14466/68137/233806/20660/64009/19274/20850/76757/231070/18605/72828/102371/17294/18854/12953/228790/74166/66913/11512/20541/12721/70573/11749/72961/22784/22063/16440/269615/54638/23796/14226/211323/15275/243853/237542/50527/71996/432995/18796/15559/20788/14421/269275/20288/227753/216440/224109/78610/19016/28240/14705/24047/217695/26903/233979/108058/72195",169,1.05399730143385,0.351632047477745,0.8389234303364,"28015/19274/15183/57320/14084/19762/67830/14325/72759/21402/20788/19264/24105/14828/18854/21838/16410/17294/65973/18216/76763/69863/17120/16416/12721/19240/107566/74596/54638/110911/13367/20541/56334/23999/19255/14225/19164/20312/110355/54401/22784/102774/108058/19387/211739/109552/20617","Both positive",FALSE,FALSE,0.351632047477745
"GO BP:GO:0045739","GO BP","GO:0045739","positive regulation of DNA repair",131,1.04913323059379,0.351738241308793,0.710723244107466,"26992/20588/67155/22594/11785/56207/20586/13211/319801/83797/68067/54418/56249/14194/232811/29861/319955/93760/14049/81601/18143/14050/77045/105377/21853/319604/68166/72199/18538/67561/74355/70020/78656/70238/74729",63,1.38359796093276,0.06797583081571,0.499328050959372,"12054/11785/93765/20174/56397/26430/234371/22632/233908/19708/56207/21761/66233/56505/73247/27050/66713/14050","Both positive",FALSE,FALSE,0.351738241308793
"GO BP:GO:1904752","GO BP","GO:1904752","regulation of vascular associated smooth muscle cell migration",34,-1.07291908533398,0.351778656126482,0.710723244107466,"11848/17246/319757/18024/11606/14674/14673/106014",18,-1.54410173902386,0.0538835669611875,0.443164846639971,"17886/231637/17918/67299/18015","Both negative",FALSE,FALSE,0.351778656126482
"GO BP:GO:0046513","GO BP","GO:0046513","ceramide biosynthetic process",64,-1.20234334137542,0.174852652259332,0.54819531872672,"50935/26938/208449/104725/320095/18753/56375/23801/57370/241230/228677/20452",27,-1.05395867368891,0.352185089974293,0.8389234303364,"22234/20451/268656/53357/18439","Both negative",FALSE,FALSE,0.352185089974293
"GO CC:GO:0001891","GO CC","GO:0001891","phagocytic cup",22,-1.18480704312606,0.212244897959184,0.413577461833062,"225471/11629/13430/106572/70417/668218/19353/75415/14694",17,1.09105707223843,0.352739726027397,0.656772076372315,"229521/20401/12721/75415/70417/74998/19353","Opposite",FALSE,FALSE,0.352739726027397
"GO MF:GO:0008236","GO MF","GO:0008236","serine-type peptidase activity",143,1.25466776220838,0.0747474747474747,0.300219298245614,"269966/319875/54373/19699/18548/19072/224897/210622/12263/69453/76453/244954/269109/17174/213760/18549/14089/22019/70835/13482/19142/100102/70993/208171/18552/50909/18550/74617/30943/15234/18792/17228/12630/11421/16621/109901/17229/56538/66473/109660/74388/100503895/14061/17231/18815/436523/260408/19146/13034/100040233/15451/18791/17002/66887",43,-1.09196581429622,0.353099730458221,0.837467084055089,"226016/381038/235606/19072/224897/74388/18815/16621/22019/74142/14061","Opposite",FALSE,FALSE,0.353099730458221
"GO BP:GO:0043653","GO BP","GO:0043653","mitochondrial fragmentation involved in apoptotic process",12,1.71836541671822,0.0199173126654244,0.164525301496683,"12176/65114/75734/72930/74006/13869",11,1.09953060104827,0.353741496598639,0.840823621673871,"67841/65114/18164/72930/13869/219158","Both positive",FALSE,FALSE,0.353741496598639
"GO BP:GO:0035751","GO BP","GO:0035751","regulation of lysosomal lumen pH",22,1.06553803204232,0.353876739562624,0.712922844009301,"73658/11984/77573/70495/66725",13,-1.14184453436189,0.289002557544757,0.794223581379545,"77573/73658/72392/66725/66241","Opposite",FALSE,FALSE,0.353876739562624
"GO MF:GO:0051020","GO MF","GO:0051020","GTPase binding",334,1.79120259994705,9.76757977290738e-07,6.49014463126017e-05,"54411/100213/98732/208869/228361/105835/74694/12176/14569/17918/216831/14270/76582/18479/11765/20742/56715/277854/209462/16569/13544/260302/16558/228359/320560/116733/16568/14695/110750/58804/70572/56705/69470/17356/11977/19386/107508/320311/382253/268451/13806/214459/226432/52055/233726/54126/66482/66725/78287/320051/19275/102058/13144/75734/19387/105148/19878/52187/19305/242662/66691/69104/235380/212999/74370/213993/14567/227800/56149/72322/74006/12663/320127/20660/100043462/76820/116838/170731/54214/433182/241770/73192/170822/14688/12662/83671/56187/15519/20170/111173/74998/226407/213027/67299/18195/19349/223601/16211/16800/237636/230673/329165/12306/75751/230972/22241/14020/50907/76884/242406/217866/243725/54170/19894/116837",247,-1.02499526238651,0.354838709677419,0.839173155357805,"14020/13806/212999/22608/225870/117600/56705/11765/216831/71810/98910/320795/72322/72325/66863/107508/76582/110351/58869/320127/74334/83767/19877/11303/65246/98732/78287/100504663/104445/192176/22084/20430/208869/75974/67046/19347/50884/13144/11857/245049/19417/170731/17988/217866/226407/76441/69104/66691/105445/16800/216963/66725/238799/70435/57912/209462/17913/14270/76884/235380/18826/94176/109880/109905/105689/19878/17918/67299/74370/16897/243819/52187/216363/74105/29809","Opposite",FALSE,FALSE,0.354838709677419
"GO BP:GO:0050819","GO BP","GO:0050819","negative regulation of coagulation",45,1.0594627305651,0.354901960784314,0.714443838098866,"56745/22370/208936/21824/12258/216350/72828/21788/18792/11684/319415/109254/12306/16621/26365/100503895/14061/14161/18815",24,-2.01855028796738,0.000560272844434328,0.0285061800443101,"21824/72828/21825/11818/12258/18815/94175/16644/18816/16621/22370/14061","Opposite",FALSE,FALSE,0.354901960784314
"GO BP:GO:0034260","GO BP","GO:0034260","negative regulation of GTPase activity",31,1.06468718647238,0.354969574036511,0.714443838098866,"229877/19276/231207/102774/66725/211673/11516/93897/109689/67839",22,-1.24587061090103,0.16144578313253,0.667669321766222,"109689/76260/380916/64930/19684/69601/66725/211673/24064","Opposite",FALSE,FALSE,0.354969574036511
"GO BP:GO:2000811","GO BP","GO:2000811","negative regulation of anoikis",15,-1.17048633153797,0.255813953488372,0.650667188034606,"21885/20583/18128/27273",11,1.09860377581486,0.355442176870748,0.843509191685239,"18706/20779/14083","Opposite",FALSE,FALSE,0.355442176870748
"GO BP:GO:0046164","GO BP","GO:0046164","alcohol catabolic process",23,1.50614673948183,0.054989816700611,0.327517328587555,"13116/104086/19211/20975/21991/56050/11522",10,1.10135359659113,0.355670103092784,0.843598484221674,"18216/225913/57357","Both positive",FALSE,FALSE,0.355670103092784
"GO BP:GO:0070373","GO BP","GO:0070373","negative regulation of ERK1 and ERK2 cascade",82,1.04637756906027,0.355731225296443,0.715069357820226,"101613/75607/19261/56705/19211/109593/114715/19255/101809/329659/16000/63953/504186/232339/13383/13132/57783",43,-1.45579372095765,0.0468561501792051,0.422218638599967,"56705/21859/11350/101809/14870/109689/72349/75607/114715/13405/16413/23988/69601/24071/18673/114716/24064","Opposite",FALSE,FALSE,0.355731225296443
"GO BP:GO:0014014","GO BP","GO:0014014","negative regulation of gliogenesis",58,-1.4638754080977,0.020803438554208,0.167754928451541,"18096/22059/14912/15208/21752/76893/18742/12579/21907/20665/17173/50849/20481/15904/20666/18016/83433/103743/76441/269951/64383/171469/14184/18128",18,-1.0796222805254,0.355889724310777,0.843667993513195,"64383/18213/170731/19242/76441/18015/14061","Both negative",FALSE,FALSE,0.355889724310777
"GO BP:GO:0046849","GO BP","GO:0046849","bone remodeling",103,1.04064023810485,0.356136820925553,0.715431283075272,"16410/13836/100201/14042/18383/21943/21934/56637/71982/20750/16416/17342/16847/16147/170826/18605/72828/68588/75396/18015/21990/19349/16193/13038/75766/26365/18750/227326/93735/233328/21405/620235/19242",37,-1.15594899035899,0.223140495867769,0.73536461679082,"19242/19340/22042/18750/13609/18015/11625/18439/18605","Opposite",FALSE,FALSE,0.356136820925553
"KEGG:mmu04919","KEGG","mmu04919","Thyroid hormone signaling pathway",117,1.36699415584735,0.0478927203065134,0.168103448275862,"16410/11938/18708/56421/18642/56717/18798/18795/17978/23989/12159/14534/18706/21834/56637/11928/16416/20846/26413/18751/17888/26896/20502/18749/11931/18607/232975/15251/54720/22417",76,-1.04001281978645,0.356353591160221,0.658206044848879,"74769/18795/11933/67381/18751/234959/22084/69790/20466/20182/18803/11931/17977/11465/18750/56717/20846/18642/56421/20544/18641/232975","Opposite",FALSE,FALSE,0.356353591160221
"GO CC:GO:0045178","GO CC","GO:0045178","basal part of cell",302,1.03834136736303,0.35645472061657,0.555952012813499,"20514/208890/53416/18222/12386/59033/18537/11771/18810/109676/11827/14411/13052/76707/227394/14083/94229/11977/268345/67473/107723/18174/16520/12550/15165/14089/66725/11830/28253/11928/50934/54338/27421/11502/18399/12361/13728/14412/108030/17528/19879/20509/234593/14252/12737/13383/13869/114644/26367/105727/381290/11931/215113/11826/20541/15519/14251/22063/76499/20517/230959",157,1.04230044479173,0.356204379562044,0.658203744842907,"17254/230959/11829/12558/239273/18537/30805/18174/13340/20529/11987/54725/14252/11514/12505/171429/15516/54338/13138/18483/12387/18399/14083/27404/67916/53881/12386/23859/20541/16517/15519/14251/22066/20512/110355/15203/56508/12168/15511/12305/26457/11421/20539/22342/94229/105727/17777/13869/72461/13052/26558/381290/54403/193740","Both positive",FALSE,FALSE,0.35645472061657
"GO BP:GO:0009791","GO BP","GO:0009791","post-embryonic development",121,1.19343900241013,0.135523613963039,0.490731624989452,"16438/19339/56717/11622/12159/94229/12142/16452/71602/71371/17126/22284/227331/12125/11695/74244/20656/234219/18159/18605/192195/20541/16795/14406/13871/242291/13508/20437/214253/75605/16332/11920/22589/109901/12043",52,-1.04570967083885,0.356741573033708,0.843902549575071,"20397/64602/16452/20656/22284/58208/214084/56717/16438/74244/214162/101476/18605","Opposite",FALSE,FALSE,0.356741573033708
"GO BP:GO:0042306","GO BP","GO:0042306","regulation of protein import into nucleus",77,1.0431175213239,0.357852882703777,0.71690404040404,"18708/16480/12159/70572/71844/16452/12550/29867/56398/26413/11815/100043462/18015/15519/22687/16193/17472/70769/11600",45,1.6640033923697,0.00615512424474667,0.13642832888481,"15183/67890/13663/19335/56398/68051/22687/70769/15516/18769/66233/29810/18709/15519/15163/66810/19164/26413/328572/11640/12491/18760","Both positive",FALSE,FALSE,0.357852882703777
"GO BP:GO:0030216","GO BP","GO:0030216","keratinocyte differentiation",126,-1.04652196133895,0.357976653696498,0.71690404040404,"214922/19041/18991/29876/252973/74155/58208/76770/22601/406220/195733/16678/16175/66705/100034684/15218/16664/72383/110308/109620/286940/11688/22061/235505/16681/80859/56338/16798/12633/14056/81535/19143/26914/72333/21808/12192/21816/18612/239673/16939/13115/93746/223917/50523/18128",32,-1.56722340718029,0.0195192190808523,0.261416006602473,"54616/81535/106025/22234/72333/58208/101706/22601/18810/19878","Both negative",FALSE,FALSE,0.357976653696498
"GO BP:GO:0070296","GO BP","GO:0070296","sarcoplasmic reticulum calcium ion transport",33,-1.07539825360921,0.358,0.71690404040404,"66402/12774/230709/14873/52076/68312/320790/433294",16,-1.38912087565399,0.0942928039702233,0.564102564102564,"109676/20192/74166/230709/11938/13405/14226/20191/14873/68312","Both negative",FALSE,FALSE,0.358
"KEGG:mmu00510","KEGG","mmu00510","N-Glycan biosynthesis",54,1.06814471603499,0.358381502890173,0.560282865754695,"107895/240119/268510/17309/80286/68292/230815/17156/380959/17158",31,1.23261184118768,0.173986486486486,0.488010657193606,"13478/380959/68563/66357/68292/57357/20014/102580/69038/13480/16430/57377/13200/67075","Both positive",FALSE,FALSE,0.358381502890173
"GO BP:GO:0007265","GO BP","GO:0007265","Ras protein signal transduction",337,1.03736150630146,0.358762886597938,0.71797847084458,"102442/68585/330914/17311/223513/212307/216831/228850/227377/19337/56715/70527/58804/74754/11548/228355/14744/246710/16765/211673/12825/99371/17926/228998/19878/232227/104886/11554/54153/236920/11845/108100/20262/26934/16000/11549/56392/19418/233046/50768/74563/76829/23921/71544/19053/14784/320127/114713/14063/213498/170731/19414/260299/17165/240057/18015/241694/12843/69632/27281/14251/56044/211323/16211/16800/244418/76108/109689/94190/329165/99167/22241/14570/232906/19158/14064/235041/215449/108058/320271/330863/16653/19415/227326/26554/12540/74012/72399/623781",209,-1.06939268586662,0.297658862876254,0.795263022318718,"140580/216831/84092/68585/50768/99371/66863/66922/320127/109689/83767/19877/74769/11303/20663/13430/56212/19395/18186/104445/193385/19684/228998/20163/20430/223864/70527/16706/19419/50884/235041/229541/11857/11806/19417/170731/19769/72065/69601/19731/232227/19053/16800/216963/104418/26921/76089/11855/72399/14745/57912/24071/211673/228850/94176/215821/73728/11629/109905/16456/17165/19878/18015/69721/24064/69632/228355/12540/70497/19732","Opposite",FALSE,FALSE,0.358762886597938
"GO BP:GO:0032231","GO BP","GO:0032231","regulation of actin filament bundle assembly",115,1.05070311640833,0.359756097560976,0.718775508160107,"20312/18708/56717/14219/18479/76707/102774/268970/399591/14744/16765/21809/80880/17926/19878/22003/26401/385354/50768/16423",77,-1.951506488988,6.17865580539489e-05,0.0048052598570729,"76260/268396/18186/69710/64930/192176/19684/234094/223864/235041/11806/72754/242553/16413/56193/14219/56320/76499/11465/118449/56717/14745/19062/18816/109880/104027/13609/16456/19878/76707/21872/77569/12540","Opposite",FALSE,FALSE,0.359756097560976
"GO BP:GO:1903828","GO BP","GO:1903828","negative regulation of protein localization",238,1.33050548276371,0.0138537855147551,0.130466435708362,"93691/67300/18222/13175/56228/14569/56717/56079/19822/16500/11820/17762/65114/65113/15357/94221/226849/18133/228355/26950/52055/12550/207304/56637/93730/20983/66725/269523/11773/98496/20019/29867/19387/27414/19878/76273/13829/11845/56398/16159/74370/14567/22631/19218/11815/207227/14063/140810/14681/231070/18777/13132/380918/18015/226791/56013/14226/14687/109254/269275/17472/16334/216440/19062/11600/66894",145,1.05312196837129,0.359765051395007,0.848124448866077,"70178/17846/76273/15183/57320/67890/13663/19335/93730/56398/67767/67151/14687/56013/75597/52055/17762/108155/216169/26950/17470/18769/65114/27414/11845/17938/29810/279561/56334/22631/67397/72585/17169/16514/386649/269951/216805/66610/19387/218490/18007/15502/223527/94221/16952/11640/22213/11820/12491/16522/140810/233489/68606/14567/56374/226849","Both positive",FALSE,FALSE,0.359765051395007
"GO MF:GO:0001848","GO MF","GO:0001848","complement binding",25,-1.0539135718376,0.359840954274354,0.679282868525896,"16414/69379/625018/16409/100504232/12509/18673/70417/12273/17175/545366",13,-1.5548974287739,0.0498892085164364,0.37668640925713,"12261/12258/12628/17064/18673/12509","Both negative",FALSE,FALSE,0.359840954274354
"GO MF:GO:0030414","GO MF","GO:0030414","peptidase inhibitor activity",140,-1.04205260570239,0.359840954274354,0.679282868525896,"52020/11799/20733/76400/217847/76770/20716/20568/100034684/241197/319433/629754/94175/20720/12266/11625/380780/435350/71869/78242/109222/74116/235505/16426/17940/116872/17035/229898/329581/215001/78709/18816/50766/13014/67701/21857/30052/110595/94227/13010",56,-1.83459039314321,0.000774952401299027,0.0256247173620614,"20317/19877/16426/23980/12266/16424/66222/21825/12211/20700/20725/20714/12258/94175/17836/20701/11699/16644/18816/20704/11287/20703/59083/11905/11625","Both negative",FALSE,FALSE,0.359840954274354
"GO BP:GO:0099024","GO BP","GO:0099024","plasma membrane invagination",67,-1.06371077430892,0.359840954274354,0.718775508160107,"381560/105855/11629/234779/11840/235406/106572/70417/668218/83433/11848/19353/216190/75415/16398/14127/66616/105722",39,-1.06591674803865,0.333333333333333,0.820018590541022,"11303/105855/12266/170625/21825/497097/227753/17886/66616/11629/16016/12540","Both negative",FALSE,FALSE,0.359840954274354
"GO BP:GO:0010976","GO BP","GO:0010976","positive regulation of neuron projection development",236,1.65403855536187,0.00015153215770401,0.00482578806649243,"16438/11771/12805/20312/106298/56717/12808/320840/16570/16150/19699/223593/23969/20713/74187/17762/18472/17973/12160/229715/18759/12159/83431/17356/99982/12801/11785/15572/20698/20257/12396/252838/14348/53404/50769/74143/52163/223255/108100/26564/56392/13048/12361/13728/234593/18010/74006/52513/68169/22418/56430/69981/53872/170731/71951/16975/11516/20320/18015/29819/620393/20459/15234/14226/211323/16193/232906/13803/243725/17118/14824/72162/330863/17005/237625/18214/329278/13405/23965/13542/242274/16001/107765/76089/192167/18546/19242",152,1.05128710200409,0.36046511627907,0.848250237938356,"192167/18189/11785/19762/11932/15572/18103/16001/13803/14828/56392/56430/71900/17762/19385/14348/11606/19283/18102/53872/140570/69981/66713/20222/107035/74117/12064/17242/23999/13542/70620/18481/20266/20312/244058/11881/320840/64297/11491/12305/245886/328572/73710/16150/18760/74187/17118/235180/20202/18759","Both positive",FALSE,FALSE,0.36046511627907
