"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","Database","Omics","Direction","PathwayKey"
"GO:0042692","muscle cell differentiation",190,-0.236106783733547,-1.26861431879299,0.0315350093262024,0.34349651283833,0.320385221467928,2303,"tags=46%, list=32%, signal=32%","14815/24131/69807/56637/17128/12527/13433/15182/12520/109676/19055/11474/14200/15185/56469/11477/11459/278507/212999/66923/22608/67220/230709/14369/66860/11938/208727/15184/66403/13007/19221/14775/106042/14248/19084/52163/12175/11537/21916/193385/64930/12266/12390/16772/170823/13405/56808/236732/67655/259300/20182/14381/60595/53321/234214/74103/20656/69726/74318/170731/23988/66993/17880/64009/11472/109711/16773/11465/226041/18073/12628/98932/56717/17886/16779/56376/20866/18810/79221/94176/74244/12334/77579/11739/226519/50770/66797/20544","GO BP","Proteomics","Negative","GO BP:GO:0042692"
"GO:0051341","regulation of oxidoreductase activity",46,-0.352365581149335,-1.45671315584404,0.0317285667314565,0.34349651283833,0.320385221467928,1927,"tags=43%, list=27%, signal=32%","54683/11350/68002/14148/14870/11605/74769/14679/20193/20533/70207/11754/26940/12856/16859/14678/14297/69089/192289/17918","GO BP","Proteomics","Negative","GO BP:GO:0051341"
"GO:0072350","tricarboxylic acid metabolic process",12,-0.569748484835003,-1.61051375827603,0.0317511786976779,0.34349651283833,0.320385221467928,1602,"tags=58%, list=22%, signal=46%","15929/64602/67834/11898/11429/104112/12974","GO BP","Proteomics","Negative","GO BP:GO:0072350"
"GO:0015824","proline transport",10,0.626253405466707,1.57275009074253,0.0317743420825722,0.34349651283833,0.320385221467928,593,"tags=50%, list=8%, signal=46%","17254/103098/215335/229706/55963","GO BP","Proteomics","Positive","GO BP:GO:0015824"
"GO:0002455","humoral immune response mediated by circulating immunoglobulin",19,-0.48745689975925,-1.58304407376003,0.0317961430948516,0.34349651283833,0.320385221467928,1317,"tags=42%, list=18%, signal=35%","12266/12261/12259/12258/16016/16019/110382/13136","GO BP","Proteomics","Negative","GO BP:GO:0002455"
"GO:0009409","response to cold",25,0.469071861288761,1.55249780577222,0.0318468456522792,0.34349651283833,0.320385221467928,2628,"tags=64%, list=36%, signal=41%","72759/16890/105787/11606/27103/109359/21833/26457/100037258/74011/12564/22229/11363/30052/12696/381677","GO BP","Proteomics","Positive","GO BP:GO:0009409"
"GO:0008483","transaminase activity",17,-0.492763426992811,-1.56867159352079,0.0405313505840263,0.347471890944309,0.317317810493364,1086,"tags=35%, list=15%, signal=30%","52637/268860/107272/14719/12035/434437","GO MF","Proteomics","Negative","GO MF:GO:0008483"
"GO:0021532","neural tube patterning",14,0.558572251986537,1.57022299222943,0.0323405853833663,0.347472764675478,0.324093941288489,2412,"tags=57%, list=33%, signal=38%","19335/22158/56334/19164/14232/106633/18749/66743","GO BP","Proteomics","Positive","GO BP:GO:0021532"
"GO:0007033","vacuole organization",149,0.292604628927997,1.38443098488809,0.032372265240463,0.347472764675478,0.324093941288489,1492,"tags=30%, list=21%, signal=24%","67526/214063/67841/14339/20333/68942/67166/19338/66615/229722/19335/76959/320191/76932/215890/100226/77963/26889/76308/71900/18704/19063/56085/68118/57436/93739/68365/12721/65114/11774/29810/208092/110147/69150/54609/11840/11984/209131/11432/67028/386649/225326/19164/64143","GO BP","Proteomics","Positive","GO BP:GO:0007033"
"GO:0005249","voltage-gated potassium channel activity",50,-0.338949951733739,-1.41811922651535,0.0413497353121891,0.350833321257027,0.320387531339154,2110,"tags=40%, list=29%, signal=29%","140493/330953/16485/80906/16499/16497/382571/16520/16494/16491/16508/140492/226922/170738/16510/98741/15166/240776/268345/16526","GO MF","Proteomics","Negative","GO MF:GO:0005249"
"GO:1901605","alpha-amino acid metabolic process",111,-0.272989659832888,-1.35442681595382,0.0329682486743032,0.35293542278246,0.329189058304226,1929,"tags=40%, list=27%, signal=30%","14085/14415/78038/246221/67873/11566/212647/665563/15108/13180/269378/55936/19125/269642/110391/237823/58875/12411/11789/11565/216456/21823/15356/11484/20768/108156/232078/100678/11898/66902/107272/78830/14719/14660/56454/15194/14629/104174/12035/12846/227095/434437/14450/76187","GO BP","Proteomics","Negative","GO BP:GO:1901605"
"GO:0015813","L-glutamate transmembrane transport",22,0.477787354866148,1.51683419809673,0.0330404241946133,0.35293542278246,0.329189058304226,1498,"tags=50%, list=21%, signal=40%","65106/20511/55963/26889/18216/54208/20510/71803/26570/19164/20512","GO BP","Proteomics","Positive","GO BP:GO:0015813"
"GO:0031281","positive regulation of cyclase activity",18,-0.512377118416352,-1.63731339861901,0.0331835626990769,0.353612340012039,0.329820430875441,1319,"tags=50%, list=18%, signal=41%","15444/12289/210044/13488/104111/14680/20866/12288/18015","GO BP","Proteomics","Negative","GO BP:GO:0031281"
"GO:0042407","cristae formation",15,-0.523568936221883,-1.57113287875915,0.0334349533255851,0.354586478689758,0.330729027103748,1523,"tags=60%, list=21%, signal=47%","68117/76614/66098/68316/68653/230935/224904/66075/72113","GO BP","Proteomics","Negative","GO BP:GO:0042407"
"GO:0006098","pentose-phosphate shunt",15,-0.52288755458167,-1.56908817934354,0.0334349533255851,0.354586478689758,0.330729027103748,1535,"tags=53%, list=21%, signal=42%","74637/110208/14381/66171/56717/66646/74370/319801","GO BP","Proteomics","Negative","GO BP:GO:0006098"
"GO:0046651","lymphocyte proliferation",112,-0.269870157187721,-1.33894836689743,0.0338777033788667,0.358381450524897,0.334268663887303,1562,"tags=29%, list=22%, signal=23%","16396/20663/19084/193385/15452/105855/22084/170823/67245/20533/19419/11534/16452/20851/23917/12476/14226/16859/22042/12122/57257/94176/208650/80795/11629/20739/12509/14964/59009/13848/16019/18439/13136","GO BP","Proteomics","Negative","GO BP:GO:0046651"
"GO:0002040","sprouting angiogenesis",48,-0.339132937309181,-1.40940594084496,0.0340411187247506,0.358381450524897,0.334268663887303,1939,"tags=42%, list=27%, signal=31%","246703/11350/68585/15184/74769/240185/114715/14756/18186/20193/21825/16413/16451/24071/79221/57342/21872/18746/12540/16402","GO BP","Proteomics","Negative","GO BP:GO:0002040"
"GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",262,0.257538159534524,1.31543851481429,0.0340599455040872,0.358381450524897,0.334268663887303,1955,"tags=36%, list=27%, signal=27%","56812/17846/24086/57320/14084/93765/233877/22230/12317/23802/66212/76302/26931/226144/21402/11836/75452/24105/14828/72194/57296/74126/18854/66498/66771/53323/56404/228769/72179/18521/56438/330171/22027/64295/22393/12330/12759/99375/52551/56085/76425/108155/19359/76577/26420/52206/223455/68292/56207/12387/170930/230904/107035/19182/54609/76608/69957/93687/224111/216150/70620/75717/70294/386649/26419/217232/53312/19184/66967/67903/19164/67089/18786/22214/66440/217379/217365/68034/59029/108143/14694/68818/68135/15511/244373/28075/11797/67812/230903/77987/252870/67163/22213/66413","GO BP","Proteomics","Positive","GO BP:GO:0043161"
"GO:1902475","L-alpha-amino acid transmembrane transport",40,0.40083741788058,1.50282385336245,0.0341161678595773,0.358381450524897,0.334268663887303,2053,"tags=52%, list=28%, signal=38%","65106/17254/18408/20511/215335/11987/55963/26889/18216/11606/54208/20510/71803/26570/19164/20512/20539/140919/105727/70008/11988","GO BP","Proteomics","Positive","GO BP:GO:1902475"
"GO:0140297","DNA-binding transcription factor binding",237,0.253875308107654,1.28565333026757,0.0428380187416332,0.358624620748877,0.327502691327874,2094,"tags=34%, list=29%, signal=25%","18099/15183/11785/57320/14084/22282/12317/20687/70461/16825/52690/53975/67151/20779/11746/56404/19290/13016/56438/22378/67773/67393/13684/22393/19291/66354/57436/22632/19359/57752/15468/233908/12387/66233/27050/229534/170930/18148/52028/67111/18983/22070/17126/57751/22631/192197/15163/19255/14004/224111/19184/12417/14228/11886/19357/17260/13001/66656/321006/102774/78926/109552/108143/15502/15511/26409/67154/641340/26417/328572/319594/12069/93686/11545/232286/57295/22346/20230/18572/193740","GO MF","Proteomics","Positive","GO MF:GO:0140297"
