"GeneID","GeneName","CON-R1-1","CON-R1-2","CON-R1-3","Asphyxia-R1-1","Asphyxia-R1-2","Asphyxia-R1-3"
"ENSMUSG00000095286","Or2g25",0,0,1.04241706600329,0,0,0
"ENSMUSG00000095287","Vmn1r-ps78",0,0,0,0,0,0
"ENSMUSG00000095288","Gm7618",0,0,0,0.974199303442099,0,0
"ENSMUSG00000095291","Gm12613",0,0,0,0,0,0
"ENSMUSG00000095293","Gm10058",0,0,0,0,0,0
"ENSMUSG00000095294","Potefam3b",3.17618915143483,0,0,3.8967972137684,2.1477703085214,4.53146481647256
"ENSMUSG00000095295","Gm3488",23.2920537771888,43.5789583268036,32.3149290461021,35.0711749239156,26.8471288565175,30.8139607520134
"ENSMUSG00000095296","Speer1j",0,0,0,0,0,0
"ENSMUSG00000095298","Ccl19-ps5",0,0,2.08483413200659,0,0,0
"ENSMUSG00000095300","Spata31e3",0,0,0,0,0,0
"ENSMUSG00000095301","Or5p55",0,0,0,0,0,0
"ENSMUSG00000095302","Ssty2",0,0,0,0,0,0
"ENSMUSG00000095304","Plac9",124.930106623103,159.480443238515,154.277725768487,122.749112233705,97.7235490377236,123.255843008054
"ENSMUSG00000095307","Gm12573",4.23491886857978,1.85442375858739,4.16966826401318,0.974199303442099,3.2216554627821,2.71887888988354
"ENSMUSG00000095309","Vmn1r125",0,0,0,0,0,0
"ENSMUSG00000095312","Or1e23",0,0,0,0,0,0
"ENSMUSG00000095315","Zfp1001",27.5269726457686,28.7435682581045,15.6362559900494,16.5613881585157,22.5515882394747,19.0321522291848
"ENSMUSG00000095318","Gm8024",0,0.927211879293693,0,0.974199303442099,0,0
"ENSMUSG00000095322","Or8g36",0,0,0,0,0,0
"ENSMUSG00000095324","Gm20825",0,0,0,0,0,0
"ENSMUSG00000095325","Zfp870",189.512619368945,158.553231359221,183.46540361658,188.994664867767,164.304428601887,203.009623777971
"ENSMUSG00000095327","Gm14996",0,0,0,0,0,0
"ENSMUSG00000095328","Defa-ps6",0,0,0,0,0,0
"ENSMUSG00000095331","Ptma-ps1",0,0,0,0,0,0
"ENSMUSG00000095335","Igkv3-5",0,0,0,0,0,0
"ENSMUSG00000095338","Igkv3-9",0,0,0,0,0,0
"ENSMUSG00000095339","Zscan4b",0,0,0,0,0,0
"ENSMUSG00000095341","Msantd5f1",0,0,0,0,0,0
"ENSMUSG00000095344","Gm6838",0,0,0,0,0,0
"ENSMUSG00000095351","Igkv3-2",0,0,0,0.974199303442099,0,1.81258592658902
"ENSMUSG00000095360","Gm3594",0,0,0,0,0,0
"ENSMUSG00000095362","Gm14325",174.690403328916,155.77159572134,142.811138042451,176.33007392302,183.634361378579,179.446006732313
"ENSMUSG00000095363","Gm4567",0,0,0,0,0,0
"ENSMUSG00000095365","Rbm31y",0,0,0,0,0,0
"ENSMUSG00000095368","Gm3012",0,0,0,0,0,0
"ENSMUSG00000095371","Gm9611",0,0,0,0,0,0
"ENSMUSG00000095377","Or2h1",0,0,0,0,0,0
"ENSMUSG00000095383","Vmn1r152",0,0,0,0,0,0
"ENSMUSG00000095384","1700001F09Rik",0,0,0,0,0,0
"ENSMUSG00000095387","Trav6d-4",0,0,0,0,0,0
"ENSMUSG00000095390","Or8g2",0,0,0,0,0,0
"ENSMUSG00000095392","Gm7350",0,0,0,0,0,0
"ENSMUSG00000095401","Or6c6c",10.5872971714494,11.1265425515243,8.33933652802635,9.74199303442099,5.36942577130349,8.15663666965061
"ENSMUSG00000095403","Gm21092",20.115864625754,38.9428989303351,44.8239338381416,37.0195735307998,47.2509467874707,49.8461129811982
"ENSMUSG00000095407","Tmem200c",209.628483994699,242.929512374948,378.397394959196,420.854099086987,366.194837602898,346.203911978504
"ENSMUSG00000095408","Gm8366",0,0,0,0,0,0
"ENSMUSG00000095409","Gm13043",0,0,0,0,0,0
"ENSMUSG00000095412","Gm5885",0,0,0,0,0,0
"ENSMUSG00000095413","H2al1e",0,0,0,0,0,0
"ENSMUSG00000095416","Ighv1-12",0,0,0,0,0,0
"ENSMUSG00000095419","Gm14328",2.11745943428989,0,4.16966826401318,0.974199303442099,0,0.906292963294512
"ENSMUSG00000095426","Trav6d-5",0,0,0,0,0,0
"ENSMUSG00000095427","Rps2-ps6",2.11745943428989,8.34490691364324,2.08483413200659,0,5.36942577130349,0.906292963294512
"ENSMUSG00000095429","Ighv5-12",0,0,0,0,0,0
"ENSMUSG00000095430","Vmn1r72",6.35237830286967,2.78163563788108,3.12725119800988,3.8967972137684,2.1477703085214,1.81258592658902
"ENSMUSG00000095432","Zfp748",199.04118682325,160.407655117809,205.356162002649,206.530252329725,202.964294155272,186.69635043867
"ENSMUSG00000095440","Fignl2",28.5857023629135,28.7435682581045,22.9331754520725,27.2775804963788,24.6993585479961,21.7510311190683
"ENSMUSG00000095442","Ighv1-4",0,0,0,0,0,0
"ENSMUSG00000095444","Ighd2-4",0,0,0,0,0,0
"ENSMUSG00000095448","Or7e168",2.11745943428989,0.927211879293693,0,6.8193951240947,2.1477703085214,0.906292963294512
"ENSMUSG00000095450","ENSMUSG00000095450",0,0.927211879293693,0,0.974199303442099,0,0
"ENSMUSG00000095452","Gm20795",0,0,0,0,0,0
"ENSMUSG00000095457","Gvin-ps5",0,0,0,0,0,0
"ENSMUSG00000095460","Vmn2r-ps16",0,0,0,0,0,0
"ENSMUSG00000095462","Gm21725",0,0,0,0,0,0
"ENSMUSG00000095463","Entpd4",2460.48786264485,2654.60761041784,2585.19432368817,2570.9119617837,2538.66450467229,2791.3823269471
"ENSMUSG00000095465","Gm6214",0,0,0,0,0,0
"ENSMUSG00000095466","Gm3015",0,0,0,0,0,0
"ENSMUSG00000095469","Gm21965",0,0,0,0,0,0
"ENSMUSG00000095470","Gm21863",0,0,0,0,0,0
"ENSMUSG00000095474","Cldn34c2",0,0,0,0,0,0
"ENSMUSG00000095475","ENSMUSG00000095475",0,0,0,0,0,0
"ENSMUSG00000095478","Gm9824",5.29364858572472,8.34490691364324,6.25450239601976,6.8193951240947,10.738851542607,4.53146481647256
"ENSMUSG00000095483","Or6c206",0,0,0,0,0,0
"ENSMUSG00000095484","Or5b121",0,0,0,0,0,0
"ENSMUSG00000095486","Vmn2r22",0,0,0,0,0,0
"ENSMUSG00000095487","Scgb1b21",0,0,0,0,0,0
"ENSMUSG00000095490","Gm7951",0,0,0,0,0,0
"ENSMUSG00000095492","Gm14361",0,0,0,0,0,0
"ENSMUSG00000095493","A630023A22Rik",0,0,0,0,0,0
"ENSMUSG00000095495","Trav9d-3",0,0,0,0,0,0.906292963294512
"ENSMUSG00000095497","Igkv1-122",0,0,0,0,0,0
"ENSMUSG00000095498","Ifna1",0,0,0,0,0,0
"ENSMUSG00000095500","ENSMUSG00000095500",0,0,0,0,0,0
"ENSMUSG00000095503","Pramel43",0,0,0,0,0,0
"ENSMUSG00000095505","ENSMUSG00000095505",0,0,0,0,0,0
"ENSMUSG00000095508","Gm20812",0,0,0,0,0,0
"ENSMUSG00000095510","Rhox3f",0,0,0,0,0,0
"ENSMUSG00000095514","Tcstv6",0,0,0,0,0,0
"ENSMUSG00000095517","Gm13249",0,0,0,0,0,0
"ENSMUSG00000095518","Gm8068",0,0,0,0,0,0
