"Sample","Group","PC1","PC2"
"CON-1","Control",-20.1905601065437,-5.18346412203409
"CON-2","Control",19.4258428043703,-13.913077038504
"CON-3","Control",-2.79763705087709,14.6849930273878
"CON-4","Control",1.80457769664869,21.1949419851878
"Asphyxia-1","Asphyxia",-1.10507921090935,-5.9648103663595
"Asphyxia-2","Asphyxia",-21.6610661723641,-8.39759377570815
"Asphyxia-3","Asphyxia",17.7982498942692,-0.339403783799429
"Asphyxia-4","Asphyxia",6.725672145406,-2.08158592617045
