"PathwayID","PathwayName","SetSize","PearsonR","CorrelationT","Pvalue","padj","N","Omics"
"mmu04024","cAMP signaling pathway",9,-0.122141493041777,-0.301441316548415,0.773252223078812,0.880191360313116,8,"Proteomics"
"mmu04922","Glucagon signaling pathway",6,0.109076166172279,0.268784682304833,0.797098580510361,0.89778471699588,8,"Proteomics"
"mmu05143","African trypanosomiasis",3,0.0955230391907498,0.235057571416042,0.82198083707168,0.90863286840087,8,"Proteomics"
"mmu00120","Primary bile acid biosynthesis",3,0.0889147309254263,0.218661787917459,0.834161476369114,0.90863286840087,8,"Proteomics"
"mmu00620","Pyruvate metabolism",5,0.0869512246918629,0.2137958699076,0.837786334957655,0.90863286840087,8,"Proteomics"
"mmu00920","Sulfur metabolism",7,0.0853751811390676,0.20989197255562,0.840697700669964,0.90863286840087,8,"Proteomics"
"mmu04080","Neuroactive ligand-receptor interaction",15,-0.0729530775103934,-0.179175250073617,0.863697538926713,0.924156366651583,8,"Proteomics"
"mmu04152","AMPK signaling pathway",4,-0.0619023363956897,-0.151920489435589,0.884229282801197,0.936757755046812,8,"Proteomics"
"mmu00310","Lysine degradation",6,-0.0505902369951108,-0.124079150687437,0.905305030414643,0.949682727983989,8,"Proteomics"
"mmu00260","Glycine, serine and threonine metabolism",11,-0.0241931508350229,-0.0592782253812181,0.954655539648706,0.991729541188462,8,"Proteomics"
"mmu00561","Glycerolipid metabolism",4,0.0156096589796131,0.0382403586934257,0.970736643405934,0.992906581835586,8,"Proteomics"
"mmu00052","Galactose metabolism",5,0.0132825830911701,0.0325384214943638,0.9750980858071,0.992906581835586,8,"Proteomics"
"mmu00630","Glyoxylate and dicarboxylate metabolism",14,-0.00459303937457879,-0.0112507215095265,0.991388172290408,0.992906581835586,8,"Proteomics"
"mmu04727","GABAergic synapse",6,0.00378319245227447,0.00926695742393153,0.992906581835586,0.992906581835586,8,"Proteomics"
