"PathwayID","PathwayName","SetSize","PearsonR","CorrelationT","Pvalue","padj","N","Omics"
"mmu00564","Glycerophospholipid metabolism",19,-0.0860753935589871,-0.172792083134394,0.871205774811137,0.961861662300673,6,"Transcriptomics"
"mmu04917","Prolactin signaling pathway",4,0.0809721362279372,0.162477790141286,0.878807242031102,0.961861662300673,6,"Transcriptomics"
"mmu00970","Aminoacyl-tRNA biosynthesis",15,-0.0757919657127753,-0.152021197249866,0.886529741950993,0.961861662300673,6,"Transcriptomics"
"mmu00740","Riboflavin metabolism",5,-0.0735011803943075,-0.147401061486052,0.88994677166137,0.961861662300673,6,"Transcriptomics"
"mmu00770","Pantothenate and CoA biosynthesis",8,0.0617545008483304,0.123745185547238,0.907486002777092,0.971010022971489,6,"Transcriptomics"
"mmu04974","Protein digestion and absorption",17,-0.0481243666883121,-0.0963603811942902,0.927869176893398,0.973913151648996,6,"Transcriptomics"
"mmu00620","Pyruvate metabolism",5,-0.0477675368001015,-0.0956442534590459,0.928403191291566,0.973913151648996,6,"Transcriptomics"
"mmu04922","Glucagon signaling pathway",6,0.03698911177792,0.0740288838418406,0.944541636480735,0.981222865081929,6,"Transcriptomics"
"mmu00052","Galactose metabolism",5,-0.0199535633522839,-0.0399150734829267,0.970073627174226,0.988177783474165,6,"Transcriptomics"
"mmu04981","Folate transport and metabolism",6,-0.0160985165217115,-0.0322012059820506,0.975854311281187,0.988177783474165,6,"Transcriptomics"
"mmu04723","Retrograde endocannabinoid signaling",6,-0.00970161684232365,-0.0194041468785733,0.985448031301246,0.988177783474165,6,"Transcriptomics"
"mmu00470","D-Amino acid metabolism",15,0.0078816408870915,0.0157637714066005,0.988177783474165,0.988177783474165,6,"Transcriptomics"
