"PathwayID","PathwayName","SetSize","CON-1","CON-2","CON-3","CON-4","CON-5","CON-6","Asphyxia-1","Asphyxia-2","Asphyxia-3","Asphyxia-4","Asphyxia-5","Asphyxia-6"
"mmu04152","AMPK signaling pathway",4,0.0927826823666653,0.117469246475088,0.155268872644399,0.167905806583319,0.176922175167453,0.101078540990463,0.135401799572296,0.143381825078904,0.134009788163643,0.184254572116049,0.126316185126963,0.069657412576592
"mmu04216","Ferroptosis",5,0.429347028766254,0.415489532884904,0.445255453080918,0.391183526525104,0.431284235943821,0.438993376551763,0.444692721960956,0.425338669486005,0.432191693232713,0.434365888366384,0.404412514187244,0.427732611267149
"mmu04540","Gap junction",4,0.194826824437361,0.213794028135025,0.21126946326345,0.20332752020769,0.213565074654937,0.220300886063426,0.220754298913598,0.208266433004112,0.211335805711064,0.226970045433243,0.239183158045487,0.221036298980186
"mmu04714","Thermogenesis",4,0.269691501104727,0.302662075195142,0.30830018090866,0.291732097246277,0.308632953057496,0.291857955530502,0.304944700951724,0.279496315542726,0.318474020744141,0.287148304006061,0.308057000122682,0.2736174334596
"mmu04721","Synaptic vesicle cycle",4,0.395875081539217,0.395418360868519,0.396813575000152,0.409178459784484,0.396762351226306,0.398570818980394,0.402652294327621,0.399656475230111,0.402247268009309,0.409903449982954,0.429186011684499,0.408034668958349
"mmu04723","Retrograde endocannabinoid signaling",6,0.339574212167101,0.369641477762551,0.354844947280428,0.347021306072523,0.346455905073976,0.354376521072512,0.373605641400854,0.31223901116665,0.360493411987065,0.350277161362375,0.357031215770471,0.347726609415415
"mmu04724","Glutamatergic synapse",3,0.394616756775193,0.421424643574343,0.407115689832214,0.399652780746523,0.41710692255227,0.422166740199811,0.416196421374834,0.404777214070196,0.414938339906671,0.413336755271161,0.419697494676076,0.415062145357299
"mmu04726","Serotonergic synapse",8,0.17315144477739,0.156100525240905,0.160129397543583,0.185946401125557,0.143224863295389,0.196963475778353,0.189343790761636,0.166436747894369,0.184727452949367,0.17177283719785,0.17421845043801,0.151051737221624
"mmu04727","GABAergic synapse",6,0.480941095796893,0.507310432460548,0.495580363302886,0.473478100799585,0.51225027832834,0.495729101415184,0.498128407480542,0.484232985300623,0.490225894140576,0.507428898493076,0.49333627073271,0.500067901398159
"mmu04728","Dopaminergic synapse",4,0.20351950771262,0.202835693385994,0.188958372732702,0.177218611137488,0.205853243638441,0.235445384962366,0.206573500523976,0.206125765572224,0.203882000173282,0.227980104555127,0.241875606691339,0.228944999880913
"mmu04740","Olfactory transduction",3,0.274195927448457,0.330180730832881,0.283572140636807,0.300011150610384,0.31872185341948,0.327343934527887,0.311545095934313,0.295829079559254,0.31750092172967,0.291981885729568,0.315615917524725,0.304717523459534
"mmu04742","Taste transduction",10,0.388386205648001,0.417663634489427,0.39804673371844,0.414739000425042,0.411406596224883,0.417662773078508,0.410190217157938,0.409592848144383,0.417954942999357,0.388405376142357,0.415076468252484,0.393881020065074
"mmu04750","Inflammatory mediator regulation of TRP channels",3,-0.0231720283982789,-0.00210795823127623,0.00425824347142898,-0.0112328201288112,-0.0108345271992913,0.026317864528408,0.0211541910320768,0.00086515787165759,0.000727859186866844,0.015395693816681,0.00152529212290775,-0.0229506062401388
"mmu04913","Ovarian steroidogenesis",4,0.0758704900465307,0.0612204213522992,0.071603654416446,0.100741433023191,0.0613286730596433,0.114248961144937,0.110312572243074,0.0663455637408762,0.119130576350803,0.0610461455370167,0.0870964402822854,0.0657379816826303
"mmu04917","Prolactin signaling pathway",4,0.390321440283223,0.370999700765611,0.359454085235132,0.364608509197198,0.37495375999263,0.392313241265095,0.380645230837051,0.3877462027925,0.381528885183766,0.403298358756162,0.41518143825289,0.409935421649731
"mmu04918","Thyroid hormone synthesis",4,0.396091898304357,0.406938825122456,0.385697434974202,0.316019136180728,0.368185367202776,0.410877720381844,0.417978263629529,0.399729985422559,0.415196547651146,0.387966466336504,0.357933794419377,0.387471785283494
"mmu04921","Oxytocin signaling pathway",4,0.184234523827739,0.172620702087924,0.182430230008727,0.197306055542134,0.174334358308227,0.223262106342644,0.218440653526756,0.189937382670879,0.221839056264763,0.175727290237341,0.202741880878414,0.173164266486871
"mmu04922","Glucagon signaling pathway",6,0.477847720195384,0.49620887047352,0.489408633011107,0.465693525745573,0.501851587844303,0.489068869078312,0.49416245299507,0.480432911414705,0.485420833952494,0.495516498506449,0.487582480174115,0.491190285737403
"mmu04923","Regulation of lipolysis in adipocytes",4,0.127453122603538,0.179003542084778,0.136240332252086,0.15383153373844,0.156033472491829,0.16724632839583,0.209232608152616,0.233682705529265,0.183521025428907,0.180563964730155,0.208794460150002,0.182158795847093
"mmu04924","Renin secretion",4,0.226715728699169,0.257278663423492,0.242327842510056,0.258156380699949,0.257531602069929,0.275840053288255,0.264387901179933,0.255241877819063,0.277513260243358,0.232795893473333,0.255626165642337,0.216587010569996
"mmu04925","Aldosterone synthesis and secretion",3,0.00239521143917208,0.0975542812388196,0.0349819990489937,0.023232504319503,0.0519871911727423,0.0565696233545071,0.126143747354496,0.160403277410397,0.0860742426234188,0.0878891177931512,0.137139652111061,0.108750470430157
"mmu04928","Parathyroid hormone synthesis, secretion and action",3,0.322478099937766,0.36325895521669,0.34275962941586,0.340196303062072,0.359639529583967,0.366519974493457,0.350504135141825,0.336566833858414,0.358093412798515,0.342812706838247,0.355721775218263,0.344744402718932
"mmu04931","Insulin resistance",3,0.548490373275088,0.54514152791279,0.542631379268474,0.543878631894914,0.551719776341902,0.556400350585247,0.556251439066478,0.558448348121454,0.551493278471656,0.550365468737487,0.564072748252001,0.549962257513909
"mmu04964","Proximal tubule bicarbonate reclamation",4,0.638214377970363,0.638914626688611,0.634950316121377,0.63984685106568,0.641247712426914,0.635881001854366,0.642648238478139,0.63891226972072,0.641013910073938,0.639383010506257,0.639150473428695,0.640550788732114
"mmu04974","Protein digestion and absorption",17,0.485447989522668,0.477444947340548,0.468866270219963,0.480198324366138,0.488898951963195,0.483993764462427,0.487854813352159,0.482175411500317,0.473426472896945,0.488534250980219,0.494493215277111,0.495684933291611
"mmu04976","Bile secretion",14,0.301613986105211,0.289829804587193,0.293960167251315,0.288095916197085,0.28341025534186,0.297453608265483,0.294468671962753,0.290543857492508,0.320734617369547,0.295076183685788,0.304053289491868,0.285057662642911
"mmu04977","Vitamin digestion and absorption",7,0.188450575675139,0.191297673642828,0.205248330586091,0.211136686036211,0.217133992240906,0.220590577214489,0.186590517302337,0.185395577443604,0.205480205104033,0.21418074151376,0.19669732147459,0.17767047543257
"mmu04978","Mineral absorption",9,0.536765528967531,0.531970867303261,0.49544615542665,0.522301094366164,0.530262510556222,0.526258643605631,0.536394752205574,0.534018686753008,0.519794624785419,0.5327663681959,0.540365006931595,0.54053523046405
"mmu04981","Folate transport and metabolism",6,0.391067324590229,0.403760309570664,0.37507569264852,0.380090433755348,0.383771433429717,0.407284937506123,0.411309123376575,0.369516080987032,0.399384018671553,0.389688706114007,0.379796957483907,0.390105361025676
"mmu05012","Parkinson disease",8,0.3344229828996,0.346531971751842,0.337419973032528,0.338119224199026,0.35242494757789,0.362525472205578,0.351054976580879,0.34776451493432,0.354363996589488,0.345548513813459,0.362852021475503,0.34334167198516
"mmu05014","Amyotrophic lateral sclerosis",3,0.475800885670609,0.488558060149628,0.488711090167153,0.493030835814517,0.495981047014297,0.490619789826224,0.499688828639925,0.495695551710719,0.506044387842606,0.466027242650963,0.491833729485947,0.461687449499035
"mmu05022","Pathways of neurodegeneration - multiple diseases",6,0.511825077603268,0.528020814946185,0.522434673600111,0.529734925232072,0.534046669701561,0.529582066063584,0.532144878321389,0.525624228000028,0.537235823099417,0.511745778349022,0.527161855457478,0.509744940569407
"mmu05030","Cocaine addiction",5,0.299957038025124,0.302281531965128,0.290271149581931,0.283456336807861,0.304933411012947,0.323585224264338,0.30531422580523,0.303442032395924,0.303175313651258,0.318373018767157,0.331054284724711,0.32067409802452
"mmu05031","Amphetamine addiction",5,0.299957038025124,0.302281531965128,0.290271149581931,0.283456336807861,0.304933411012947,0.323585224264338,0.30531422580523,0.303442032395924,0.303175313651258,0.318373018767157,0.331054284724711,0.32067409802452
"mmu05032","Morphine addiction",4,0.362612861380383,0.389917786527143,0.373860151286588,0.365920765057231,0.386842093456746,0.395210416709468,0.382464735793708,0.374383012277237,0.387575818895057,0.38896109406653,0.398104926353516,0.39090026408156
"mmu05034","Alcoholism",5,0.299957038025124,0.302281531965128,0.290271149581931,0.283456336807861,0.304933411012947,0.323585224264338,0.30531422580523,0.303442032395924,0.303175313651258,0.318373018767157,0.331054284724711,0.32067409802452
"mmu05143","African trypanosomiasis",3,0.299349038874445,0.279302311004135,0.278895022980772,0.283106782974029,0.270054450911665,0.302315160530427,0.287199653510835,0.284112886403086,0.289887662327902,0.314562834044416,0.291626024810054,0.282793798036493
"mmu05146","Amoebiasis",4,0.367196342369873,0.378739584195517,0.371303128363098,0.365822772655482,0.333576293750529,0.398869555272065,0.379005235590176,0.366204994365708,0.381795261800786,0.380469270245947,0.379606106446785,0.363789635215531
"mmu05200","Pathways in cancer",5,0.321982111815106,0.313714025392429,0.310600532323005,0.329142732697,0.305913318370907,0.339844980893335,0.333292998255538,0.316560245180536,0.33801068249112,0.316783584503918,0.318644512822451,0.307744844834223
"mmu05208","Chemical carcinogenesis - reactive oxygen species",4,0.423944021269156,0.426127442542158,0.397096694683313,0.332462956407575,0.395482371861237,0.43414391854586,0.437866412698966,0.42516809664939,0.445302860606442,0.412395682181598,0.354780018471816,0.401952471586226
"mmu05215","Prostate cancer",4,0.466980625653631,0.449089130340046,0.438303207062249,0.475742017636294,0.449369094068115,0.458448024974814,0.471794789782908,0.449170259453849,0.468148846483627,0.456116891187464,0.447385051814748,0.452299568747006
"mmu05230","Central carbon metabolism in cancer",18,0.560344565406849,0.555944892226365,0.547601584134737,0.549834700602314,0.562241159458807,0.559180827283365,0.561701114900302,0.561129158023365,0.559114950357228,0.56181257146346,0.565988125777441,0.567565155021034
"mmu05231","Choline metabolism in cancer",15,0.2866678090035,0.302422398241808,0.305640789984208,0.30627808438131,0.294256921642143,0.287676571332325,0.278249161174128,0.279620115936507,0.300699600872283,0.300386761258015,0.279105310605855,0.283660583511328
"mmu05415","Diabetic cardiomyopathy",6,0.550167015221541,0.54391276359665,0.539032676885234,0.499711108792896,0.527702268891501,0.547259936907393,0.563636281877149,0.550978959196829,0.561240193350252,0.538757831633961,0.520943033915648,0.536647758520094
